Class	Mol. Formula	C	H	N	DBE	Intensity
O2	C13H18O2	13	18	0	5	3151.255615
O2	C14H22O2	14	22	0	4	5463.910645
O2	C16H32O2	16	32	0	1	4675.470703
O2	C17H34O2	17	34	0	1	1990.726562
O2	C18H26O2	18	26	0	6	1161.489136
O2	C18H32O2	18	32	0	3	1553.815308
O2	C18H34O2	18	34	0	2	2022.633057
O2	C18H36O2	18	36	0	1	4658.483887
O2	C19H28O2	19	28	0	6	1136.207764
O2	C19H34O2	19	34	0	3	1856.093628
O2	C19H36O2	19	36	0	2	2089.807617
O2	C19H38O2	19	38	0	1	6663.304199
O2	C20H28O2	20	28	0	7	1426.359375
O2	C20H30O2	20	30	0	6	1994.432129
O2	C20H32O2	20	32	0	5	1240.094971
O2	C20H34O2	20	34	0	4	1517.128418
O2	C21H24O2	21	24	0	10	1257.448486
O2	C20H36O2	20	36	0	3	2191.470215
O2	C20H38O2	20	38	0	2	2519.345703
O2	C21H28O2	21	28	0	8	1183.352783
O2	C20H40O2	20	40	0	1	9319.971680
O2	C21H30O2	21	30	0	7	2165.554199
O2	C21H32O2	21	32	0	6	2207.869873
O2	C21H34O2	21	34	0	5	2000.036865
O2	C21H36O2	21	36	0	4	1867.377319
O2	C21H38O2	21	38	0	3	2581.745361
O2	C22H28O2	22	28	0	9	1371.581909
O2	C21H40O2	21	40	0	2	3058.615479
O2	C22H30O2	22	30	0	8	2129.332275
O2	C21H42O2	21	42	0	1	9110.388672
O2	C22H32O2	22	32	0	7	2584.849121
O2	C22H34O2	22	34	0	6	2997.162598
O2	C22H36O2	22	36	0	5	2693.160400
O2	C22H38O2	22	38	0	4	2664.028809
O2	C23H28O2	23	28	0	10	1411.086182
O2	C22H40O2	22	40	0	3	3015.762939
O2	C23H30O2	23	30	0	9	1523.433350
O2	C22H42O2	22	42	0	2	3675.981934
O2	C23H32O2	23	32	0	8	2272.657715
O2	C22H44O2	22	44	0	1	11116.120117
O2	C23H34O2	23	34	0	7	3017.238770
O2	C23H36O2	23	36	0	6	2669.454834
O2	C23H38O2	23	38	0	5	3437.742920
O2	C23H40O2	23	40	0	4	2774.684570
O2	C24H30O2	24	30	0	10	1448.813354
O2	C23H42O2	23	42	0	3	3151.756592
O2	C24H32O2	24	32	0	9	2881.579834
O2	C23H44O2	23	44	0	2	3840.961426
O2	C24H34O2	24	34	0	8	2906.512695
O2	C23H46O2	23	46	0	1	9523.300781
O2	C24H36O2	24	36	0	7	3546.863770
O2	C24H38O2	24	38	0	6	3523.145020
O2	C24H40O2	24	40	0	5	3989.711182
O2	C25H30O2	25	30	0	11	1308.719482
O2	C24H42O2	24	42	0	4	3762.672363
O2	C25H32O2	25	32	0	10	1848.712036
O2	C24H44O2	24	44	0	3	3925.325195
O2	C25H34O2	25	34	0	9	2712.518066
O2	C24H46O2	24	46	0	2	4803.942383
O2	C25H36O2	25	36	0	8	3745.991455
O2	C24H48O2	24	48	0	1	19791.847656
O2	C25H38O2	25	38	0	7	4358.032715
O2	C25H40O2	25	40	0	6	4006.993896
O2	C26H30O2	26	30	0	12	1381.181030
O2	C25H42O2	25	42	0	5	4745.794434
O2	C26H32O2	26	32	0	11	2225.391357
O2	C25H44O2	25	44	0	4	4413.573242
O2	C26H34O2	26	34	0	10	2722.403809
O2	C25H46O2	25	46	0	3	4872.244629
O2	C26H36O2	26	36	0	9	4377.515625
O2	C25H48O2	25	48	0	2	5910.708984
O2	C26H38O2	26	38	0	8	4508.331055
O2	C25H50O2	25	50	0	1	16091.198242
O2	C26H40O2	26	40	0	7	5345.753418
O2	C26H42O2	26	42	0	6	5195.994629
O2	C27H32O2	27	32	0	12	1979.784180
O2	C26H44O2	26	44	0	5	6012.614258
O2	C27H34O2	27	34	0	11	2630.587158
O2	C26H46O2	26	46	0	4	5813.510742
O2	C27H36O2	27	36	0	10	3993.027588
O2	C26H48O2	26	48	0	3	5518.113770
O2	C27H38O2	27	38	0	9	5262.726562
O2	C26H50O2	26	50	0	2	7281.654785
O2	C27H40O2	27	40	0	8	6560.155273
O2	C26H52O2	26	52	0	1	27926.117188
O2	C27H42O2	27	42	0	7	6249.946777
O2	C27H44O2	27	44	0	6	7737.758301
O2	C28H34O2	28	34	0	12	2241.849609
O2	C27H46O2	27	46	0	5	11102.373047
O2	C28H36O2	28	36	0	11	2876.231689
O2	C27H48O2	27	48	0	4	6636.281738
O2	C28H38O2	28	38	0	10	4474.524414
O2	C27H50O2	27	50	0	3	4872.797852
O2	C28H40O2	28	40	0	9	5850.854980
O2	C27H52O2	27	52	0	2	7390.564941
O2	C28H42O2	28	42	0	8	12482.684570
O2	C27H54O2	27	54	0	1	21096.251953
O2	C28H44O2	28	44	0	7	8359.064453
O2	C29H34O2	29	34	0	13	1468.518433
O2	C28H46O2	28	46	0	6	13303.625977
O2	C29H36O2	29	36	0	12	2879.850586
O2	C28H48O2	28	48	0	5	30304.634766
O2	C29H38O2	29	38	0	11	3514.577148
O2	C28H50O2	28	50	0	4	8112.367188
O2	C29H40O2	29	40	0	10	5607.017090
O2	C28H52O2	28	52	0	3	5216.753418
O2	C29H42O2	29	42	0	9	7033.792480
O2	C28H54O2	28	54	0	2	7882.191895
O2	C29H44O2	29	44	0	8	12634.502930
O2	C28H56O2	28	56	0	1	26123.482422
O2	C29H46O2	29	46	0	7	8280.930664
O2	C30H36O2	30	36	0	13	1948.301025
O2	C29H48O2	29	48	0	6	9834.194336
O2	C30H38O2	30	38	0	12	2601.653076
O2	C29H50O2	29	50	0	5	23140.222656
O2	C30H40O2	30	40	0	11	4160.186523
O2	C29H52O2	29	52	0	4	7196.549805
O2	C30H42O2	30	42	0	10	5998.756836
O2	C29H54O2	29	54	0	3	5973.892090
O2	C30H44O2	30	44	0	9	8168.109375
O2	C29H56O2	29	56	0	2	8150.148438
O2	C30H46O2	30	46	0	8	17851.117188
O2	C29H58O2	29	58	0	1	19964.283203
O2	C31H36O2	31	36	0	14	1351.728882
O2	C30H48O2	30	48	0	7	9888.393555
O2	C31H38O2	31	38	0	13	2483.812256
O2	C30H50O2	30	50	0	6	19979.724609
O2	C31H40O2	31	40	0	12	3934.164062
O2	C30H52O2	30	52	0	5	30900.425781
O2	C31H42O2	31	42	0	11	4999.456543
O2	C31H44O2	31	44	0	10	6281.504883
O2	C30H56O2	30	56	0	3	6297.324707
O2	C31H46O2	31	46	0	9	8559.292969
O2	C30H58O2	30	58	0	2	9335.404297
O2	C31H48O2	31	48	0	8	13737.221680
O2	C30H60O2	30	60	0	1	23746.921875
O2	C32H38O2	32	38	0	14	1785.557861
O2	C31H50O2	31	50	0	7	10996.856445
O2	C32H40O2	32	40	0	13	2816.813721
O2	C31H52O2	31	52	0	6	31206.664062
O2	C32H42O2	32	42	0	12	3761.455078
O2	C31H54O2	31	54	0	5	21171.962891
O2	C32H44O2	32	44	0	11	6316.677734
O2	C31H56O2	31	56	0	4	6483.421875
O2	C32H46O2	32	46	0	10	6654.943359
O2	C31H58O2	31	58	0	3	6655.868164
O2	C32H48O2	32	48	0	9	9396.534180
O2	C31H60O2	31	60	0	2	8246.467773
O2	C32H50O2	32	50	0	8	12103.741211
O2	C31H62O2	31	62	0	1	15169.533203
O2	C33H40O2	33	40	0	14	1820.596802
O2	C32H52O2	32	52	0	7	13294.952148
O2	C33H42O2	33	42	0	13	3204.526855
O2	C32H54O2	32	54	0	6	27885.634766
O2	C33H44O2	33	44	0	12	3837.230469
O2	C32H56O2	32	56	0	5	15605.552734
O2	C33H46O2	33	46	0	11	4391.828613
O2	C32H58O2	32	58	0	4	6056.533203
O2	C33H48O2	33	48	0	10	6011.575684
O2	C32H60O2	32	60	0	3	5832.037598
O2	C33H50O2	33	50	0	9	8022.343262
O2	C32H62O2	32	62	0	2	9069.391602
O2	C33H52O2	33	52	0	8	9557.234375
O2	C32H64O2	32	64	0	1	16201.118164
O2	C34H42O2	34	42	0	14	1620.170776
O2	C33H54O2	33	54	0	7	9482.514648
O2	C34H44O2	34	44	0	13	2624.234619
O2	C33H56O2	33	56	0	6	15895.193359
O2	C34H46O2	34	46	0	12	3766.641602
O2	C33H58O2	33	58	0	5	11976.222656
O2	C34H48O2	34	48	0	11	4562.763672
O2	C33H60O2	33	60	0	4	4994.450684
O2	C34H50O2	34	50	0	10	5649.134277
O2	C33H62O2	33	62	0	3	5361.836426
O2	C34H52O2	34	52	0	9	7633.618164
O2	C33H64O2	33	64	0	2	7467.523438
O2	C35H42O2	35	42	0	15	1525.875244
O2	C34H54O2	34	54	0	8	8611.879883
O2	C33H66O2	33	66	0	1	9188.930664
O2	C35H44O2	35	44	0	14	2074.316162
O2	C34H56O2	34	56	0	7	8818.371094
O2	C35H46O2	35	46	0	13	2706.181641
O2	C34H58O2	34	58	0	6	12670.842773
O2	C35H48O2	35	48	0	12	3774.667480
O2	C34H60O2	34	60	0	5	12311.618164
O2	C35H50O2	35	50	0	11	4565.240723
O2	C34H62O2	34	62	0	4	6533.858398
O2	C35H52O2	35	52	0	10	5665.210449
O2	C34H64O2	34	64	0	3	6720.509766
O2	C35H54O2	35	54	0	9	7862.869141
O2	C34H66O2	34	66	0	2	8421.743164
O2	C36H44O2	36	44	0	15	1581.862549
O2	C35H56O2	35	56	0	8	8583.986328
O2	C34H68O2	34	68	0	1	13926.919922
O2	C36H46O2	36	46	0	14	2638.268799
O2	C35H58O2	35	58	0	7	8312.931641
O2	C36H48O2	36	48	0	13	3123.385986
O2	C35H60O2	35	60	0	6	13849.642578
O2	C36H50O2	36	50	0	12	3872.826660
O2	C35H62O2	35	62	0	5	11560.057617
O2	C36H52O2	36	52	0	11	5092.323242
O2	C35H64O2	35	64	0	4	6646.619629
O2	C36H54O2	36	54	0	10	6017.641602
O2	C35H66O2	35	66	0	3	6278.978516
O2	C37H44O2	37	44	0	16	1503.042847
O2	C36H56O2	36	56	0	9	7972.643555
O2	C35H68O2	35	68	0	2	8766.665039
O2	C37H46O2	37	46	0	15	2145.659424
O2	C36H58O2	36	58	0	8	8406.312500
O2	C35H70O2	35	70	0	1	10914.107422
O2	C37H48O2	37	48	0	14	2430.054199
O2	C36H60O2	36	60	0	7	7967.156738
O2	C37H50O2	37	50	0	13	3564.803467
O2	C36H62O2	36	62	0	6	12553.016602
O2	C37H52O2	37	52	0	12	4731.286133
O2	C36H64O2	36	64	0	5	10178.915039
O2	C37H54O2	37	54	0	11	5229.753906
O2	C36H66O2	36	66	0	4	6360.256836
O2	C38H44O2	38	44	0	17	1156.815308
O2	C37H56O2	37	56	0	10	6177.856934
O2	C36H68O2	36	68	0	3	6841.380371
O2	C38H46O2	38	46	0	16	2149.281250
O2	C37H58O2	37	58	0	9	8174.155273
O2	C36H70O2	36	70	0	2	9104.922852
O2	C38H48O2	38	48	0	15	2594.434326
O2	C37H60O2	37	60	0	8	7537.979004
O2	C36H72O2	36	72	0	1	11177.920898
O2	C38H50O2	38	50	0	14	3730.583496
O2	C37H62O2	37	62	0	7	8249.973633
O2	C38H52O2	38	52	0	13	4281.476562
O2	C37H64O2	37	64	0	6	10235.432617
O2	C38H54O2	38	54	0	12	5185.308105
O2	C37H66O2	37	66	0	5	8917.984375
O2	C39H44O2	39	44	0	18	1969.990723
O2	C38H56O2	38	56	0	11	6129.903809
O2	C37H68O2	37	68	0	4	4964.639160
O2	C39H46O2	39	46	0	17	2155.295166
O2	C38H58O2	38	58	0	10	7568.456543
O2	C37H70O2	37	70	0	3	5643.070801
O2	C39H48O2	39	48	0	16	3738.723389
O2	C38H60O2	38	60	0	9	10048.218750
O2	C37H72O2	37	72	0	2	8425.499023
O2	C39H50O2	39	50	0	15	4451.951660
O2	C38H62O2	38	62	0	8	7514.561035
O2	C37H74O2	37	74	0	1	8095.462891
O2	C39H52O2	39	52	0	14	5803.520020
O2	C38H64O2	38	64	0	7	9229.076172
O2	C40H42O2	40	42	0	20	1136.108276
O2	C39H54O2	39	54	0	13	6885.484375
O2	C38H66O2	38	66	0	6	10335.589844
O2	C40H44O2	40	44	0	19	1838.384399
O2	C39H56O2	39	56	0	12	7983.194336
O2	C38H68O2	38	68	0	5	7793.013184
O2	C40H46O2	40	46	0	18	3184.358154
O2	C39H58O2	39	58	0	11	8717.152344
O2	C38H70O2	38	70	0	4	4935.772461
O2	C40H48O2	40	48	0	17	7049.828125
O2	C39H60O2	39	60	0	10	11197.465820
O2	C38H72O2	38	72	0	3	6388.733398
O2	C40H50O2	40	50	0	16	8040.743164
O2	C39H62O2	39	62	0	9	11704.608398
O2	C38H74O2	38	74	0	2	8294.253906
O2	C40H52O2	40	52	0	15	9525.102539
O2	C39H64O2	39	64	0	8	9241.968750
O2	C38H76O2	38	76	0	1	9902.777344
O2	C40H54O2	40	54	0	14	12650.697266
O2	C39H66O2	39	66	0	7	10987.145508
O2	C40H56O2	40	56	0	13	20584.626953
O2	C39H68O2	39	68	0	6	11168.756836
O2	C40H58O2	40	58	0	12	12771.762695
O2	C39H70O2	39	70	0	5	8846.553711
O2	C41H48O2	41	48	0	18	1291.353882
O2	C40H60O2	40	60	0	11	15011.520508
O2	C39H72O2	39	72	0	4	6885.621582
O2	C41H50O2	41	50	0	17	2101.028076
O2	C40H62O2	40	62	0	10	38958.589844
O2	C39H74O2	39	74	0	3	8124.100586
O2	C41H52O2	41	52	0	16	3189.622803
O2	C40H64O2	40	64	0	9	38359.742188
O2	C39H76O2	39	76	0	2	8953.889648
O2	C41H54O2	41	54	0	15	4177.199707
O2	C40H66O2	40	66	0	8	10530.972656
O2	C39H78O2	39	78	0	1	13301.949219
O2	C41H56O2	41	56	0	14	6261.191406
O2	C40H68O2	40	68	0	7	14423.924805
O2	C41H58O2	41	58	0	13	7276.663086
O2	C40H70O2	40	70	0	6	13635.869141
O2	C41H60O2	41	60	0	12	8006.081543
O2	C40H72O2	40	72	0	5	9970.166016
O2	C42H50O2	42	50	0	18	1719.816772
O2	C41H62O2	41	62	0	11	9639.814453
O2	C40H74O2	40	74	0	4	6360.320312
O2	C42H52O2	42	52	0	17	2757.027588
O2	C41H64O2	41	64	0	10	13299.176758
O2	C40H76O2	40	76	0	3	7147.935547
O2	C42H54O2	42	54	0	16	2762.765869
O2	C41H66O2	41	66	0	9	11834.924805
O2	C40H78O2	40	78	0	2	8432.433594
O2	C42H56O2	42	56	0	15	3847.561768
O2	C41H68O2	41	68	0	8	8803.812500
O2	C40H80O2	40	80	0	1	10913.572266
O2	C42H58O2	42	58	0	14	5456.823730
O2	C41H70O2	41	70	0	7	8836.595703
O2	C42H60O2	42	60	0	13	6736.644531
O2	C41H72O2	41	72	0	6	9940.949219
O2	C43H50O2	43	50	0	19	1138.145752
O2	C42H62O2	42	62	0	12	6401.893555
O2	C41H74O2	41	74	0	5	8371.983398
O2	C43H52O2	43	52	0	18	1319.573608
O2	C42H64O2	42	64	0	11	6857.260742
O2	C41H76O2	41	76	0	4	5989.021484
O2	C43H54O2	43	54	0	17	2190.308838
O2	C42H66O2	42	66	0	10	9620.983398
O2	C41H78O2	41	78	0	3	6829.736328
O2	C43H56O2	43	56	0	16	2407.550049
O2	C42H68O2	42	68	0	9	8734.652344
O2	C41H80O2	41	80	0	2	5676.356445
O2	C43H58O2	43	58	0	15	2952.818115
O2	C42H70O2	42	70	0	8	7095.175781
O2	C41H82O2	41	82	0	1	6486.985840
O2	C43H60O2	43	60	0	14	4051.537598
O2	C42H72O2	42	72	0	7	7736.889648
O2	C43H62O2	43	62	0	13	5256.836426
O2	C42H74O2	42	74	0	6	7920.826172
O2	C43H64O2	43	64	0	12	5491.004395
O2	C42H76O2	42	76	0	5	6431.045898
O2	C43H66O2	43	66	0	11	6181.103027
O2	C42H78O2	42	78	0	4	4795.287109
O2	C44H56O2	44	56	0	17	1674.199585
O2	C43H68O2	43	68	0	10	7662.112305
O2	C42H80O2	42	80	0	3	4478.092285
O2	C44H58O2	44	58	0	16	2290.599854
O2	C43H70O2	43	70	0	9	7356.369141
O2	C42H82O2	42	82	0	2	5428.073242
O2	C44H60O2	44	60	0	15	2377.484375
O2	C43H72O2	43	72	0	8	6644.698242
O2	C42H84O2	42	84	0	1	6114.835938
O2	C44H62O2	44	62	0	14	3651.431152
O2	C43H74O2	43	74	0	7	6958.554199
O2	C44H64O2	44	64	0	13	3899.262939
O2	C43H76O2	43	76	0	6	6717.496094
O2	C44H66O2	44	66	0	12	4211.184082
O2	C43H78O2	43	78	0	5	5817.017578
O2	C45H56O2	45	56	0	18	1499.356812
O2	C44H68O2	44	68	0	11	4873.828613
O2	C43H80O2	43	80	0	4	3840.867432
O2	C45H58O2	45	58	0	17	1718.645386
O2	C44H70O2	44	70	0	10	5872.393066
O2	C43H82O2	43	82	0	3	3722.655273
O2	C45H60O2	45	60	0	16	2300.947998
O2	C44H72O2	44	72	0	9	6152.388672
O2	C43H84O2	43	84	0	2	4045.539062
O2	C45H62O2	45	62	0	15	2815.343506
O2	C44H74O2	44	74	0	8	6275.736328
O2	C43H86O2	43	86	0	1	3640.930176
O2	C45H64O2	45	64	0	14	3254.063721
O2	C44H76O2	44	76	0	7	6409.233398
O2	C45H66O2	45	66	0	13	3967.981445
O2	C44H78O2	44	78	0	6	6568.396484
O2	C45H68O2	45	68	0	12	3801.895996
O2	C44H80O2	44	80	0	5	6482.544434
O2	C46H58O2	46	58	0	18	1461.954468
O2	C45H70O2	45	70	0	11	4733.063965
O2	C44H82O2	44	82	0	4	4612.010254
O2	C46H60O2	46	60	0	17	1671.820068
O2	C45H72O2	45	72	0	10	5359.565430
O2	C44H84O2	44	84	0	3	4401.677246
O2	C46H62O2	46	62	0	16	2038.053467
O2	C45H74O2	45	74	0	9	5530.827148
O2	C44H86O2	44	86	0	2	4546.484863
O2	C46H64O2	46	64	0	15	2579.714600
O2	C45H76O2	45	76	0	8	6015.818359
O2	C44H88O2	44	88	0	1	4129.907227
O2	C46H66O2	46	66	0	14	3083.073486
O2	C45H78O2	45	78	0	7	6355.794434
O2	C46H68O2	46	68	0	13	3230.937256
O2	C45H80O2	45	80	0	6	6148.060059
O2	C46H70O2	46	70	0	12	3670.140381
O2	C45H82O2	45	82	0	5	6473.035645
O2	C46H72O2	46	72	0	11	4061.751465
O2	C45H84O2	45	84	0	4	4463.294434
O2	C47H62O2	47	62	0	17	1524.228027
O2	C46H74O2	46	74	0	10	4781.865723
O2	C45H86O2	45	86	0	3	5000.691895
O2	C47H64O2	47	64	0	16	1939.054077
O2	C46H76O2	46	76	0	9	4649.420410
O2	C45H88O2	45	88	0	2	3939.470459
O2	C47H66O2	47	66	0	15	2117.724854
O2	C46H78O2	46	78	0	8	4148.210938
O2	C45H90O2	45	90	0	1	3073.931152
O2	C47H68O2	47	68	0	14	2450.273193
O2	C46H80O2	46	80	0	7	4539.893555
O2	C47H70O2	47	70	0	13	2664.985596
O2	C46H82O2	46	82	0	6	4813.411621
O2	C47H72O2	47	72	0	12	2860.761475
O2	C46H84O2	46	84	0	5	4488.788574
O2	C47H74O2	47	74	0	11	3765.665283
O2	C46H86O2	46	86	0	4	3524.496338
O2	C48H64O2	48	64	0	17	1795.460938
O2	C47H76O2	47	76	0	10	4217.854492
O2	C46H88O2	46	88	0	3	3430.677979
O2	C48H66O2	48	66	0	16	1394.839844
O2	C47H78O2	47	78	0	9	4139.482422
O2	C46H90O2	46	90	0	2	4052.974121
O2	C48H68O2	48	68	0	15	2160.225586
O2	C47H80O2	47	80	0	8	3997.566406
O2	C46H92O2	46	92	0	1	2831.838379
O2	C48H70O2	48	70	0	14	2202.991211
O2	C47H82O2	47	82	0	7	4028.591309
O2	C48H72O2	48	72	0	13	2482.564697
O2	C47H84O2	47	84	0	6	3853.621582
O2	C48H74O2	48	74	0	12	2680.571533
O2	C47H86O2	47	86	0	5	3736.490967
O2	C48H76O2	48	76	0	11	2934.332275
O2	C47H88O2	47	88	0	4	2242.662598
O2	C49H66O2	49	66	0	17	1198.418579
O2	C48H78O2	48	78	0	10	3427.168945
O2	C47H90O2	47	90	0	3	2512.310303
O2	C49H68O2	49	68	0	16	1515.584595
O2	C48H80O2	48	80	0	9	3333.223389
O2	C47H92O2	47	92	0	2	3088.684570
O2	C49H70O2	49	70	0	15	1683.694458
O2	C48H82O2	48	82	0	8	3246.163818
O2	C47H94O2	47	94	0	1	1854.238281
O2	C49H72O2	49	72	0	14	1805.832397
O2	C48H84O2	48	84	0	7	3214.133545
O2	C49H74O2	49	74	0	13	2411.270020
O2	C48H86O2	48	86	0	6	3288.900391
O2	C49H76O2	49	76	0	12	2585.784424
O2	C48H88O2	48	88	0	5	2504.740234
O2	C49H78O2	49	78	0	11	2617.973145
O2	C48H90O2	48	90	0	4	1858.419800
O2	C49H80O2	49	80	0	10	3096.701904
O2	C48H92O2	48	92	0	3	2005.465820
O2	C50H70O2	50	70	0	16	1206.039795
O2	C49H82O2	49	82	0	9	3466.787354
O2	C48H94O2	48	94	0	2	2501.788086
O2	C50H72O2	50	72	0	15	1744.579590
O2	C49H84O2	49	84	0	8	2758.873047
O2	C48H96O2	48	96	0	1	1999.406006
O2	C50H74O2	50	74	0	14	1860.657227
O2	C49H86O2	49	86	0	7	2914.995850
O2	C50H76O2	50	76	0	13	1886.864380
O2	C49H88O2	49	88	0	6	2674.718506
O2	C50H78O2	50	78	0	12	2121.727539
O2	C49H90O2	49	90	0	5	2998.913574
O2	C50H80O2	50	80	0	11	2750.720947
O2	C49H92O2	49	92	0	4	1394.810059
O2	C50H82O2	50	82	0	10	2585.291016
O2	C49H94O2	49	94	0	3	1687.090454
O2	C51H72O2	51	72	0	16	1260.748291
O2	C50H84O2	50	84	0	9	2670.406494
O2	C49H96O2	49	96	0	2	1907.564087
O2	C51H74O2	51	74	0	15	1788.866455
O2	C50H86O2	50	86	0	8	3129.187256
O2	C49H98O2	49	98	0	1	1724.373291
O2	C51H76O2	51	76	0	14	1993.738525
O2	C50H88O2	50	88	0	7	2415.380127
O2	C51H78O2	51	78	0	13	1960.477661
O2	C50H90O2	50	90	0	6	2752.055664
O2	C51H80O2	51	80	0	12	2176.919189
O2	C50H92O2	50	92	0	5	2493.141602
O2	C51H82O2	51	82	0	11	2143.779541
O2	C50H94O2	50	94	0	4	1179.823120
O2	C51H84O2	51	84	0	10	2390.581543
O2	C50H96O2	50	96	0	3	1586.906372
O2	C52H74O2	52	74	0	16	1372.364990
O2	C51H86O2	51	86	0	9	2283.843750
O2	C50H98O2	50	98	0	2	1979.952881
O2	C52H76O2	52	76	0	15	1294.834961
O2	C51H88O2	51	88	0	8	2182.510254
O2	C50H100O2	50	100	0	1	2005.645264
O2	C52H78O2	52	78	0	14	1957.637695
O2	C51H90O2	51	90	0	7	2188.663086
O2	C52H80O2	52	80	0	13	1461.155151
O2	C51H92O2	51	92	0	6	2590.481445
O2	C52H82O2	52	82	0	12	1808.635498
O2	C51H94O2	51	94	0	5	1882.403564
O2	C52H84O2	52	84	0	11	2499.635254
O2	C52H86O2	52	86	0	10	2547.688965
O2	C51H98O2	51	98	0	3	1341.752686
O2	C52H88O2	52	88	0	9	2222.806885
O2	C51H100O2	51	100	0	2	1424.562744
O2	C53H78O2	53	78	0	15	1453.862305
O2	C52H90O2	52	90	0	8	2065.256348
O2	C51H102O2	51	102	0	1	1195.372314
O2	C53H80O2	53	80	0	14	1626.913940
O2	C52H92O2	52	92	0	7	1887.664429
O2	C53H82O2	53	82	0	13	1714.555176
O2	C52H94O2	52	94	0	6	1743.465820
O2	C53H84O2	53	84	0	12	1798.898926
O2	C52H96O2	52	96	0	5	1825.732056
O2	C53H86O2	53	86	0	11	1898.923218
O2	C53H88O2	53	88	0	10	2322.126953
O2	C52H100O2	52	100	0	3	1132.900513
O2	C53H90O2	53	90	0	9	2418.283203
O2	C52H102O2	52	102	0	2	1138.563599
O2	C54H80O2	54	80	0	15	1261.324585
O2	C53H92O2	53	92	0	8	1704.333130
O2	C52H104O2	52	104	0	1	1601.709106
O2	C53H94O2	53	94	0	7	1982.238037
O2	C54H84O2	54	84	0	13	1225.873779
O2	C53H96O2	53	96	0	6	1642.879883
O2	C54H86O2	54	86	0	12	1596.599731
O2	C53H98O2	53	98	0	5	1537.054810
O2	C54H88O2	54	88	0	11	1901.456055
O2	C54H90O2	54	90	0	10	1751.323486
O2	C54H92O2	54	92	0	9	1851.526123
O2	C55H82O2	55	82	0	15	1205.825439
O2	C54H94O2	54	94	0	8	1720.769775
O2	C55H84O2	55	84	0	14	1524.596436
O2	C54H96O2	54	96	0	7	1809.929321
O2	C54H98O2	54	98	0	6	1480.690063
O2	C54H100O2	54	100	0	5	1217.642944
O2	C55H90O2	55	90	0	11	1477.812622
O2	C55H92O2	55	92	0	10	1178.248779
O2	C55H94O2	55	94	0	9	1257.375366
O2	C54H106O2	54	106	0	2	1184.581299
O2	C55H96O2	55	96	0	8	1285.912109
O2	C54H108O2	54	108	0	1	1482.079834
O2	C55H98O2	55	98	0	7	1467.549927
O2	C55H100O2	55	100	0	6	1332.776611
O2	C56H90O2	56	90	0	12	1413.664917
O2	C55H102O2	55	102	0	5	1328.649292
O2	C56H94O2	56	94	0	10	1282.251831
O2	C56H96O2	56	96	0	9	1462.195068
O2	C55H108O2	55	108	0	2	1202.461304
O2	C56H100O2	56	100	0	7	1289.563599
O2	C56H104O2	56	104	0	5	1192.619385
O2	C57H94O2	57	94	0	11	1248.220215
O2	C57H96O2	57	96	0	10	1182.096313
O2	C57H98O2	57	98	0	9	1231.300293
O2	C56H112O2	56	112	0	1	1461.951050
O2	C58H96O2	58	96	0	11	1134.121338
O2	C58H116O2	58	116	0	1	1240.920044
O2	C60H106O2	60	106	0	8	1158.957764
O3	C22H30O3	22	30	0	8	1188.707153
O3	C22H34O3	22	34	0	6	1323.232422
O3	C22H38O3	22	38	0	4	1277.456421
O3	C23H28O3	23	28	0	10	1241.911621
O3	C22H42O3	22	42	0	2	1606.687378
O3	C23H32O3	23	32	0	8	1280.061279
O3	C22H44O3	22	44	0	1	5174.139160
O3	C23H34O3	23	34	0	7	1610.896729
O3	C23H36O3	23	36	0	6	1449.551025
O3	C23H38O3	23	38	0	5	1513.482666
O3	C23H40O3	23	40	0	4	1358.127075
O3	C23H42O3	23	42	0	3	1340.490479
O3	C24H32O3	24	32	0	9	2141.829590
O3	C23H44O3	23	44	0	2	1785.412109
O3	C24H34O3	24	34	0	8	1796.502319
O3	C23H46O3	23	46	0	1	1248.766968
O3	C24H36O3	24	36	0	7	1812.269165
O3	C24H38O3	24	38	0	6	1812.277344
O3	C24H40O3	24	40	0	5	1383.661133
O3	C24H42O3	24	42	0	4	1844.677612
O3	C25H32O3	25	32	0	10	1365.703247
O3	C24H44O3	24	44	0	3	1280.717285
O3	C25H34O3	25	34	0	9	1718.619019
O3	C24H46O3	24	46	0	2	2768.234375
O3	C25H36O3	25	36	0	8	1989.125000
O3	C24H48O3	24	48	0	1	6296.200195
O3	C25H38O3	25	38	0	7	2062.121826
O3	C25H40O3	25	40	0	6	1929.934326
O3	C26H30O3	26	30	0	12	1191.925903
O3	C25H42O3	25	42	0	5	2104.635742
O3	C26H32O3	26	32	0	11	1543.606812
O3	C25H44O3	25	44	0	4	2761.085449
O3	C26H34O3	26	34	0	10	1631.219727
O3	C25H46O3	25	46	0	3	1804.504761
O3	C26H36O3	26	36	0	9	2227.973633
O3	C25H48O3	25	48	0	2	2729.817871
O3	C26H38O3	26	38	0	8	2626.369873
O3	C25H50O3	25	50	0	1	2009.520264
O3	C26H40O3	26	40	0	7	2783.638428
O3	C26H42O3	26	42	0	6	3213.257324
O3	C27H32O3	27	32	0	12	1183.907227
O3	C26H44O3	26	44	0	5	3408.590332
O3	C27H34O3	27	34	0	11	1458.220459
O3	C26H46O3	26	46	0	4	2626.164795
O3	C27H36O3	27	36	0	10	2267.012939
O3	C26H48O3	26	48	0	3	1938.637207
