Class	Experimental	Recalibrated	Theoretical	Error (ppm)	Mol. Formula	Intensity
N	818,754958	818,7545274	818,754822	0,35983055	C59H97N		1738,706543
N	820,676842	820,6764067	820,676573	0,202698372	C60H87N		1316,923828
N	820,770674	820,7702372	820,770472	0,286062276	C59H99N		1109,457764
N	822,69282	822,6923802	822,692222	-0,192270318	C60H89N		1062,146973
N	822,787113	822,7866743	822,786122	-0,671288203	C59H101N	1254,522583
N	824,613694	824,6132475	824,613972	0,87861421	C61H79N		642,080261
N	824,708428	824,7079867	824,707873	-0,13788237	C60H91N		1269,280396
N	824,802154	824,8017117	824,801772	0,073124661	C59H103N	1129,384155
N	826,63046	826,6300101	826,629622	-0,469554597	C61H81N		604,723328
N	826,723588	826,7231432	826,723522	0,458187279	C60H93N		1164,317017
N	828,645678	828,6452268	828,645272	0,054543041	C61H83N		729,626892
N	828,739261	828,7388139	828,739173	0,433268715	C60H95N		1257,460083
N	830,661343	830,660889	830,660922	0,039742925	C61H85N		734,83551
N	830,755382	830,7549331	830,754822	-0,133784746	C60H97N		1451,925903
N	832,676339	832,6758845	832,676573	0,826886945	C61H87N		990,965393
N	832,770835	832,770383	832,770472	0,106866544	C60H99N		1403,901367
N	834,692696	834,6922394	834,692222	-0,020845814	C61H89N		1102,479492
N	834,786595	834,7861374	834,786122	-0,018462117	C60H101N	987,967957
N	836,708241	836,7077812	836,707873	0,109734033	C61H91N		1060,063843
N	836,802594	836,8021336	836,801772	-0,432174664	C60H103N	1006,499695
N	838,723957	838,7234952	838,723522	0,031930733	C61H93N		1200,440308
N	838,8177	838,8172352	838,817423	0,223935906	C60H105N	825,460571
N	840,645604	840,6451338	840,645272	0,164384274	C62H83N		591,187439
N	840,739777	840,7393129	840,739173	-0,166414735	C61H95N		1303,96106
N	842,661005	842,6605336	842,660922	0,460956947	C62H85N		730,388611
N	842,75563	842,7551622	842,754822	-0,403618062	C61H97N		1172,500122
N	844,677451	844,6769763	844,676573	-0,477440346	C62H87N		701,527832
N	844,771449	844,7709779	844,770472	-0,598830328	C61H99N		1125,601318
N	846,692716	846,6922394	846,692222	-0,020553137	C62H89N		804,279846
N	846,787163	846,7866894	846,786122	-0,670038113	C61H101N	1198,215088
N	848,708894	848,7084152	848,707873	-0,638826373	C62H91N		885,53186
N	848,802701	848,8022211	848,801772	-0,529069536	C61H103N	784,415894
N	850,723739	850,7232584	850,723522	0,309865698	C62H93N		1033,568726
N	850,817992	850,8175104	850,817423	-0,102674247	C61H105N	922,201416
N	852,645787	852,6452982	852,645272	-0,030784348	C63H83N		534,846924
N	852,739365	852,7388814	852,739173	0,341962581	C62H95N		1036,002075
N	852,832963	852,8324773	852,833072	0,697348489	C61H107N	805,992065
N	854,661694	854,6612026	854,660922	-0,328275543	C63H85N		557,728882
N	854,755715	854,7552276	854,754822	-0,474543043	C62H97N		941,219666
N	856,677155	856,6766621	856,676573	-0,104006544	C63H87N		677,19104
N	856,770508	856,7700199	856,770472	0,527715442	C62H99N		1265,297607
N	858,693211	858,6927146	858,692222	-0,573624146	C63H89N		637,969727
N	858,787005	858,7865133	858,786122	-0,455664439	C62H101N	1185,409912
N	860,708684	860,7081847	860,707873	-0,362185138	C63H91N		656,586304
N	860,801796	860,8012987	860,801772	0,54987583	C62H103N	850,610229
N	862,723497	862,7229961	862,723522	0,609593778	C63H93N		784,492737
N	864,73984	864,7393358	864,739173	-0,188238771	C63H95N		763,052185
N	864,833826	864,833322	864,833072	-0,289078669	C62H107N	799,441406
N	866,755392	866,7548861	866,754822	-0,073971847	C63H97N		914,871643
N	866,849817	866,8493075	866,848723	-0,674334392	C62H109N	596,571533
N	868,676374	868,67586	868,676573	0,820747002	C64H87N		485,248596
N	868,771219	868,770712	868,770472	-0,276195581	C63H99N		1175,610352
N	870,693122	870,6926067	870,692222	-0,441793819	C64H89N		601,889709
N	870,787259	870,7867467	870,786122	-0,717452287	C63H101N	900,539612
N	872,707723	872,7072032	872,707873	0,76750828	C64H91N		510,769653
N	872,802296	872,8017803	872,801772	-0,00946403	C63H103N	861,768494
N	874,723558	874,723037	874,723522	0,554479599	C64H93N		648,843567
N	874,81741	874,8168913	874,817423	0,607825072	C63H105N	878,964905
N	876,739417	876,7388925	876,739173	0,319991493	C64H95N		620,085388
N	878,755234	878,7547071	878,754822	0,130729386	C64H97N		688,765625
N	878,848784	878,8482568	878,848723	0,530486402	C63H109N	672,680359
N	880,770946	880,7704163	880,770472	0,063216876	C64H99N		723,073059
N	880,864925	880,8643933	880,864372	-0,024170585	C63H111N	573,027832
N	882,786486	882,7859546	882,786122	0,189657936	C64H101N	867,998596
N	884,801788	884,8012528	884,801772	0,586844899	C64H103N	805,007507
N	886,723914	886,7233722	886,723522	0,168963869	C65H93N		521,742798
N	886,817977	886,8174382	886,817423	-0,017119515	C64H105N	770,786255
N	888,833806	888,8332644	888,833072	-0,216503375	C64H107N	820,293823
N	890,755489	890,7549412	890,754822	-0,133859403	C65H97N		558,548218
N	892,771176	892,7706246	892,770472	-0,170984184	C65H99N		537,13739
N	894,786308	894,7857557	894,786122	0,409400771	C65H101N	713,732056
N	896,802033	896,8014771	896,801772	0,328782651	C65H103N	693,275452
N	898,818297	898,8177381	898,817423	-0,350563354	C65H105N	715,346985
N	900,833818	900,8332562	900,833072	-0,204433377	C65H107N	750,642883
N	904,770614	904,7700422	904,770472	0,475086152	C66H99N		488,423279
N	908,801992	908,8014147	908,801772	0,393137935	C66H103N	571,539917
N	910,817366	910,8167843	910,817423	0,70118623	C66H105N	506,493652
N	912,834128	912,8335446	912,833072	-0,517728211	C66H107N	620,038147
N	914,848436	914,8478489	914,848723	0,955409917	C66H109N	601,22876
N	920,802527	920,8019286	920,801772	-0,170069837	C67H103N	518,672974
N	922,818668	922,818066	922,817423	-0,696833046	C67H105N	512,866394
N	924,833296	924,8326921	924,833072	0,410787395	C67H107N	617,246338
NO	296,108173	296,1080296	296,108087	0,194010603	C21H15NO	493,712585
NO	310,123884	310,1237463	310,123737	-0,029853327	C22H17NO	666,993347
NO	324,139457	324,1393226	324,139388	0,201707307	C23H19NO	729,540222
NO	332,108234	332,1081003	332,108087	-0,040137193	C24H15NO	684,364014
NO	334,123779	334,1236447	334,123737	0,276190962	C24H17NO	613,008545
NO	338,155216	338,1550831	338,155037	-0,136232616	C24H21NO	679,43512
NO	346,123806	346,123681	346,123737	0,161866229	C25H17NO	1688,886353
NO	348,13956	348,1394302	348,139388	-0,121211349	C25H19NO	880,360291
NO	350,155166	350,1550337	350,155037	0,009306632	C25H21NO	633,497375
NO	352,170771	352,1706382	352,170687	0,138615385	C25H23NO	579,632385
NO	354,18654	354,1864067	354,186337	-0,19688561	C25H25NO	538,478516
NO	360,139495	360,1393741	360,139388	0,038627815	C26H19NO	2627,084229
NO	362,155227	362,1550978	362,155037	-0,167820278	C26H21NO	838,749451
NO	364,170756	364,1706254	364,170687	0,16916936	C26H23NO	697,728882
NO	366,186509	366,1863792	366,186337	-0,115354832	C26H25NO	768,375488
NO	368,202121	368,2019911	368,201987	-0,011132293	C26H27NO	748,992188
NO	370,123849	370,1237188	370,123737	0,04926884	C27H17NO	714,180359
NO	372,139539	372,1394079	372,139388	-0,053500226	C27H19NO	639,382324
NO	374,155258	374,1551372	374,155037	-0,267791948	C27H21NO	2500,60376
NO	376,170862	376,1707358	376,170687	-0,129615581	C27H23NO	1175,640137
NO	378,186427	378,1862995	378,186337	0,099178932	C27H25NO	998,535583
NO	380,202037	380,2019085	380,201987	0,206479489	C27H27NO	881,263367
NO	382,123801	382,1236737	382,123737	0,165694599	C28H17NO	1028,699341
NO	382,217789	382,217661	382,217637	-0,062681606	C27H29NO	937,688171
NO	384,13948	384,1393525	384,139388	0,092367622	C28H19NO	1012,07843
NO	384,233345	384,2332115	384,233287	0,196578461	C27H31NO	476,723145
NO	386,249036	386,2489026	386,248937	0,089075384	C27H33NO	487,25061
NO	388,170738	388,1706174	388,170687	0,179363586	C28H23NO	2643,819336
NO	390,186564	390,1864383	390,186337	-0,259592192	C28H25NO	1306,921143
NO	392,202007	392,2018794	392,201987	0,274314711	C28H27NO	1035,768433
NO	394,217906	394,2177776	394,217637	-0,356556505	C28H29NO	941,129578
NO	396,139598	396,1394758	396,139388	-0,221568	C29H19NO	2203,098633
NO	396,233476	396,2333498	396,233287	-0,158368356	C28H31NO	1268,080078
NO	398,155234	398,1551077	398,155037	-0,177606902	C29H21NO	1282,655884
NO	398,24911	398,2489799	398,248937	-0,107675669	C28H33NO	785,17804
NO	400,170876	400,1707507	400,170687	-0,159104415	C29H23NO	1483,902954
NO	402,186455	402,1863325	402,186337	0,011284077	C29H25NO	2239,666992
NO	404,202155	404,202029	404,201987	-0,1039227	C29H27NO	1417,246094
NO	406,217923	406,2177969	406,217637	-0,393510129	C29H29NO	1421,872803
NO	408,139607	408,1394726	408,139388	-0,20721507	C30H19NO	509,965332
NO	408,233456	408,2333291	408,233287	-0,103079917	C29H31NO	1316,713135
NO	410,155198	410,1550767	410,155037	-0,096716168	C30H21NO	3010,678467
NO	410,248957	410,24883	410,248937	0,260706918	C29H33NO	1346,617065
NO	412,17073	412,1706041	412,170687	0,201190965	C30H23NO	1589,970947
NO	412,264641	412,2645122	412,264587	0,181479213	C29H35NO	1085,887573
NO	414,186427	414,1863021	414,186337	0,084378025	C30H25NO	1878,339844
NO	414,280479	414,280344	414,280238	-0,255872024	C29H37NO	515,76593
NO	416,202001	416,2018776	416,201987	0,262779053	C30H27NO	2444,584229
NO	416,295921	416,2957862	416,295887	0,242071805	C29H39NO	546,097961
NO	418,21769	418,2175651	418,217637	0,171944032	C30H29NO	2026,460815
NO	418,311727	418,3115917	418,311537	-0,130779405	C29H41NO	528,743103
NO	420,139643	420,1395098	420,139388	-0,289967074	C31H19NO	707,649536
NO	420,233477	420,2333509	420,233287	-0,151949423	C30H31NO	1768,741333
NO	422,155155	422,1550244	422,155037	0,029873907	C31H21NO	1012,977478
NO	422,249082	422,2489552	422,248937	-0,043059678	C30H33NO	1675,794189
NO	424,170755	424,1706315	424,170687	0,130830827	C31H23NO	2831,044189
NO	424,264763	424,2646355	424,264587	-0,114300437	C30H35NO	1587,867676
NO	426,186442	426,1863142	426,186337	0,053516547	C31H25NO	1585,81189
NO	426,280246	426,2801162	426,280238	0,285685076	C30H37NO	1221,252319
NO	428,202221	428,202095	428,201987	-0,252198701	C31H27NO	2132,811768
NO	428,295803	428,2956683	428,295887	0,510623817	C30H39NO	680,847046
NO	430,21782	430,2176955	430,217637	-0,135867533	C31H29NO	2788,867188
NO	430,311725	430,3115883	430,311537	-0,119279296	C30H41NO	555,997253
NO	432,233248	432,2331211	432,233287	0,383874147	C31H31NO	2060,756104
NO	432,327468	432,3273301	432,327187	-0,331088409	C30H43NO	501,486389
NO	434,15517	434,1550378	434,155037	-0,001773893	C32H21NO	1055,015015
NO	434,249088	434,2489593	434,248937	-0,051447152	C31H33NO	1698,381348
NO	436,17087	436,1707388	436,170687	-0,118709371	C32H23NO	1261,950928
NO	436,264798	436,2646696	436,264587	-0,189223905	C31H35NO	1840,87561
NO	438,186477	438,186351	438,186337	-0,031898507	C32H25NO	2772,180908
NO	438,280402	438,2802725	438,280238	-0,078681597	C31H37NO	1674,423706
NO	440,20202	440,201891	440,201987	0,218098437	C32H27NO	1893,40625
NO	440,29593	440,2957991	440,295887	0,199678535	C31H39NO	1460,626953
NO	442,217831	442,2177033	442,217637	-0,149815979	C32H29NO	2408,932129
NO	442,311715	442,3115785	442,311537	-0,093740931	C31H41NO	746,19751
NO	444,233363	444,233236	444,233287	0,114865723	C32H31NO	2868,753662
NO	444,327209	444,3270712	444,327187	0,260700535	C31H43NO	668,986938
NO	446,155204	446,1550672	446,155037	-0,067796121	C33H21NO	804,353699
NO	446,248959	446,2488294	446,248937	0,241028292	C32H33NO	2094,637207
NO	448,170677	448,1705417	448,170687	0,32420828	C33H23NO	1023,362732
NO	448,264672	448,2645412	448,264587	0,102253101	C32H35NO	1861,549683
NO	448,358707	448,3585656	448,358487	-0,175334445	C31H47NO	481,963135
NO	450,186336	450,1862039	450,186337	0,295723739	C33H25NO	1653,213257
NO	450,280258	450,2801279	450,280238	0,244555998	C32H37NO	2201,83252
NO	452,202249	452,2021186	452,201987	-0,291014452	C33H27NO	2255,710449
NO	452,296084	452,295953	452,295887	-0,14590354	C32H39NO	2072,884766
NO	454,217866	454,2177344	454,217637	-0,214330658	C33H29NO	2021,066528
NO	454,311602	454,3114679	454,311537	0,152027911	C32H41NO	1451,735474
NO	456,233251	456,2331195	456,233287	0,3671299	C33H31NO	2218,633057
NO	456,32719	456,3270522	456,327187	0,295406133	C32H43NO	951,740601
NO	458,249112	458,2489821	458,248937	-0,098461573	C33H33NO	3070,100098
NO	458,342929	458,3427894	458,342837	0,10380717	C32H45NO	810,731812
NO	460,170938	460,1708	460,170687	-0,245548626	C34H23NO	1051,742432
NO	460,264582	460,26445	460,264587	0,29759187	C33H35NO	2408,699219
NO	460,358585	460,3584433	460,358487	0,094916624	C32H47NO	664,560425
NO	462,186567	462,1864283	462,186337	-0,19746252	C34H25NO	1025,674438
NO	462,280385	462,2802512	462,280238	-0,028495039	C33H37NO	1987,937866
NO	462,374242	462,3740981	462,374137	0,084029857	C32H49NO	544,219421
NO	464,201984	464,2018477	464,201987	0,30003919	C34H27NO	1522,268188
NO	464,29597	464,2958358	464,295887	0,110208915	C33H39NO	2047,082153
NO	466,217612	466,2174775	466,217637	0,34204705	C34H29NO	2117,468506
NO	466,311758	466,3116236	466,311537	-0,185714389	C33H41NO	2146,894775
NO	466,405612	466,4054668	466,405437	-0,063936846	C32H53NO	529,996399
NO	468,233558	468,233423	468,233287	-0,290416802	C34H31NO	2124,876465
NO	468,327191	468,3270534	468,327187	0,285277304	C33H43NO	1488,929077
NO	470,248932	470,2487969	470,248937	0,297835673	C34H33NO	2300,748535
NO	470,343038	470,3428956	470,342837	-0,12448809	C33H45NO	856,23822
NO	472,264507	472,2643729	472,264587	0,453321623	C34H35NO	2921,387451
NO	472,358408	472,358264	472,358487	0,472072571	C33H47NO	760,799622
NO	474,186417	474,1862761	474,186337	0,128525851	C35H25NO	1203,99292
NO	474,280403	474,2802673	474,280238	-0,061672943	C34H37NO	2484,62207
NO	474,374426	474,3742807	474,374137	-0,3028355	C33H49NO	693,481812
NO	476,201965	476,2018239	476,201987	0,342596722	C35H27NO	1272,764893
NO	476,296065	476,2959279	476,295887	-0,085787645	C34H39NO	2218,448486
NO	476,389858	476,3897097	476,389787	0,162309646	C33H51NO	518,844727
NO	478,217752	478,2176131	478,217637	0,050041599	C35H29NO	1873,12146
NO	478,311611	478,3114743	478,311537	0,131125106	C34H41NO	2596,890625
NO	480,233567	480,2334283	480,233287	-0,294316131	C35H31NO	2135,1521
NO	480,32717	480,3270319	480,327187	0,322951395	C34H43NO	2319,531006
NO	482,249192	482,2490523	482,248937	-0,239092246	C35H33NO	2022,856323
NO	482,342878	482,3427372	482,342837	0,206945999	C34H45NO	1736,016846
NO	484,264763	484,2646238	484,264587	-0,076025483	C35H35NO	2405,254639
NO	484,358524	484,3583773	484,358487	0,226582007	C34H47NO	870,613159
NO	486,186634	486,1864842	486,186337	-0,302828061	C36H25NO	645,107422
NO	486,280425	486,2802864	486,280238	-0,099582471	C35H37NO	2934,595215
NO	486,374252	486,374104	486,374137	0,067773256	C34H49NO	814,529663
NO	488,20212	488,201974	488,201987	0,02658974	C36H27NO	1137,584106
NO	488,295968	488,2958272	488,295887	0,122404229	C35H39NO	2335,578369
NO	488,389852	488,3897037	488,389787	0,170595375	C34H51NO	850,919189
NO	490,217646	490,2175013	490,217637	0,276836321	C36H29NO	1478,118652
NO	490,311543	490,3114016	490,311537	0,276232756	C35H41NO	2350,27417
NO	492,233375	492,2332311	492,233287	0,113563615	C36H31NO	1823,813843
NO	492,327311	492,3271683	492,327187	0,037898956	C35H43NO	2186,527588
NO	494,249103	494,2489593	494,248937	-0,045188551	C36H33NO	2092,894531
NO	494,34307	494,3429262	494,342837	-0,180442873	C35H45NO	2063,365967
NO	496,264627	496,2644829	496,264587	0,209731384	C36H35NO	2196,469238
NO	496,358617	496,3584716	496,358487	0,031036137	C35H47NO	1828,647705
NO	498,186524	498,1863678	498,186337	-0,061858916	C37H25NO	500,95282
NO	498,280491	498,2803464	498,280238	-0,217541106	C36H37NO	2275,633545
NO	498,374494	498,3743425	498,374137	-0,412336049	C35H49NO	903,636719
NO	500,202152	500,201998	500,201987	-0,021968065	C37H27NO	720,241821
NO	500,296123	500,2959788	500,295887	-0,183461871	C36H39NO	2711,366455
NO	500,39013	500,3899773	500,389787	-0,380245613	C35H51NO	853,668823
NO	502,217735	502,2175848	502,217637	0,103863732	C37H29NO	1303,147095
NO	502,3117	502,3115551	502,311537	-0,035935204	C36H41NO	2734,375
NO	502,405701	502,405548	502,405437	-0,221021595	C35H53NO	916,534485
NO	504,233457	504,2333066	504,233287	-0,038900229	C37H31NO	1407,160156
NO	504,327408	504,327261	504,327187	-0,146661458	C36H43NO	2254,592285
NO	506,249126	506,2489757	506,248937	-0,076350283	C37H33NO	1578,156372
NO	506,343054	506,3429066	506,342837	-0,137418871	C36H45NO	2402,508057
NO	508,264546	508,2643974	508,264587	0,373008783	C37H35NO	2271,489502
NO	508,35844	508,3582911	508,358487	0,385343099	C36H47NO	2184,866699
NO	510,280306	510,2801559	510,280238	0,16092863	C37H37NO	2054,959717
NO	510,374158	510,374007	510,374137	0,254690703	C36H49NO	1827,711914
NO	512,20206	512,2018979	512,201988	0,175932204	C38H27NO	484,697937
NO	512,296223	512,2960723	512,295888	-0,359723131	C37H39NO	2132,006348
NO	512,390023	512,3898646	512,389788	-0,149454453	C36H51NO	771,864258
NO	514,217605	514,2174445	514,217638	0,376269085	C38H29NO	658,276917
NO	514,31171	514,3115603	514,311538	-0,043270871	C37H41NO	2806,51001
NO	514,405448	514,4052892	514,405438	0,289242945	C36H53NO	821,735107
NO	516,233338	516,23318	516,233288	0,209135792	C38H31NO	1009,587585
NO	516,327374	516,3272217	516,327188	-0,065205936	C37H43NO	2171,359375
NO	516,421041	516,4208813	516,421088	0,400201523	C36H55NO	821,155151
NO	518,249075	518,2489188	518,248938	0,0370678	C38H33NO	1426,32312
NO	518,343034	518,3428809	518,342838	-0,08268931	C37H45NO	2198,260498
NO	520,264631	520,2644749	520,264588	0,217383817	C38H35NO	1636,411377
NO	520,358502	520,3583482	520,358488	0,268731681	C37H47NO	2265,19458
NO	522,280231	522,2800752	522,280238	0,311776901	C38H37NO	1927,189941
NO	522,374418	522,3742631	522,374138	-0,23943028	C37H49NO	2208,24292
NO	524,296109	524,2959523	524,295888	-0,122585265	C38H39NO	1936,660278
NO	524,389775	524,3896175	524,389788	0,325053188	C37H51NO	1760,437134
NO	526,217735	526,2175682	526,217638	0,13265879	C39H29NO	588,351929
NO	526,31167	526,3115137	526,311538	0,046129051	C38H41NO	2368,48291
NO	526,405638	526,4054757	526,405438	-0,071601931	C37H53NO	1046,355835
NO	528,233339	528,2331746	528,233287	0,212776405	C39H31NO	895,225586
NO	528,327149	528,3269924	528,327188	0,370231374	C38H43NO	2603,4021
NO	528,421416	528,4212507	528,421088	-0,307891471	C37H55NO	807,387085
NO	530,249116	530,2489515	530,248938	-0,025491356	C39H33NO	1001,292786
NO	530,343218	530,3430597	530,342837	-0,419891972	C38H45NO	2329,054443
NO	530,436927	530,4367624	530,436738	-0,045950814	C37H57NO	994,641418
NO	532,264894	532,2647308	532,264587	-0,270074088	C39H35NO	1335,582275
NO	532,358425	532,3582651	532,358488	0,41873622	C38H47NO	2126,145752
NO	534,280496	534,2803321	534,280238	-0,176189809	C39H37NO	1404,041626
NO	534,374305	534,3741447	534,374137	-0,01434276	C38H49NO	2312,022949
NO	536,296179	536,2960165	536,295888	-0,239540309	C39H39NO	1933,271362
NO	536,389826	536,3896649	536,389788	0,229469739	C38H51NO	2401,289307
NO	536,483941	536,4837682	536,483687	-0,151304056	C37H63NO	518,591187
NO	538,311771	538,3116076	538,311537	-0,131232698	C39H41NO	1988,044067
NO	538,405684	538,4055198	538,405437	-0,153857526	C38H53NO	1787,093506
NO	540,233398	540,2332249	540,233287	0,114922765	C40H31NO	634,996521
NO	540,327541	540,3273768	540,327188	-0,349429505	C39H43NO	2043,400024
NO	540,421274	540,4211046	540,421088	-0,030640136	C38H55NO	1016,120178
NO	542,248919	542,2487444	542,248938	0,357080923	C40H33NO	597,091003
NO	542,342875	542,342711	542,342837	0,232391412	C39H45NO	2435,105957
NO	542,436864	542,4366919	542,436737	0,083164411	C38H57NO	826,486084
NO	544,264734	544,2645634	544,264587	0,043442363	C40H35NO	1126,386353
NO	544,358493	544,3583274	544,358488	0,294944772	C39H47NO	2273,520752
NO	544,452733	544,4525589	544,452387	-0,31577882	C38H59NO	737,840088
NO	546,28023	546,2800586	546,280238	0,328438397	C40H37NO	1170,100952
NO	546,374232	546,3740643	546,374137	0,13303985	C39H49NO	1950,373291
NO	546,468266	546,4680887	546,468037	-0,094692222	C38H61NO	568,23407
NO	548,296141	548,2959699	548,295887	-0,151176754	C40H39NO	1405,389893
NO	548,389928	548,3897605	548,389788	0,050181715	C39H51NO	2337,032471
NO	550,311853	550,3116824	550,311537	-0,264243192	C40H41NO	1751,328491
NO	550,405872	550,4057032	550,405437	-0,483644594	C39H53NO	2274,029053
NO	552,327198	552,3270264	552,327187	0,290761101	C40H43NO	1774,577393
NO	552,421444	552,4212721	552,421088	-0,333203578	C39H55NO	1706,244995
NO	554,248959	554,2487778	554,248938	0,289045749	C41H33NO	589,483459
NO	554,342933	554,3427614	554,342837	0,136399202	C40H45NO	2073,120361
NO	554,436938	554,4367598	554,436737	-0,041082276	C39H57NO	865,798889
NO	556,264716	556,2645347	556,264587	0,093965631	C41H35NO	672,373169
NO	556,358436	556,3582636	556,358488	0,403271177	C40H47NO	2190,23584
NO	556,452657	556,4524784	556,452387	-0,164256736	C39H59NO	953,030151
NO	558,280558	558,2803776	558,280238	-0,249989429	C41H37NO	861,203613
NO	558,374487	558,3743145	558,374137	-0,317905776	C40H49NO	2547,318848
NO	558,467975	558,4677934	558,468037	0,436119559	C39H61NO	757,985474
NO	560,296327	560,2961475	560,295887	-0,464964201	C41H39NO	1128,140015
NO	560,389985	560,3898105	560,389788	-0,04023157	C40H51NO	2258,922852
NO	560,483674	560,4834881	560,483687	0,354797772	C39H63NO	514,285461
NO	562,311385	562,3112065	562,311537	0,58769356	C41H41NO	1505,740967
NO	562,405718	562,4055425	562,405437	-0,187659895	C40H53NO	2314,770752
NO	564,327488	564,3273098	564,327187	-0,217557262	C41H43NO	1830,278687
NO	564,421533	564,421356	564,421088	-0,474859109	C40H55NO	2203,328857
NO	566,343043	566,3428639	566,342837	-0,04746099	C41H45NO	1909,248779
NO	566,43679	566,4366109	566,436737	0,222577874	C40H57NO	1936,487915
NO	568,264968	568,2647779	568,264587	-0,335974968	C42H35NO	538,289612
NO	568,358374	568,3581934	568,358488	0,518259598	C41H47NO	1849,054443
NO	568,452789	568,4526035	568,452387	-0,380836304	C40H59NO	964,687744
NO	570,280236	570,2800479	570,280238	0,333265835	C42H37NO	804,450134
NO	570,374306	570,3741265	570,374137	0,018374439	C41H49NO	2582,667969
NO	570,468407	570,4682199	570,468037	-0,320650472	C40H61NO	923,256409
NO	572,295963	572,2957741	572,295887	0,197261518	C42H39NO	845,603943
NO	572,390203	572,3900215	572,389788	-0,407974016	C41H51NO	2303,359131
NO	572,483978	572,4837894	572,483687	-0,178832939	C40H63NO	887,945313
NO	574,311507	574,3113201	574,311537	0,377723457	C42H41NO	1277,538452
NO	574,405413	574,4052301	574,405437	0,360118944	C41H53NO	2260,493652
NO	576,327215	576,3270289	576,327187	0,274330462	C42H43NO	1691,001099
NO	576,421278	576,4210936	576,421088	-0,009727536	C41H55NO	2170,47876
NO	578,342942	578,3427545	578,342837	0,142569132	C42H45NO	1672,990967
NO	578,437157	578,4369722	578,436737	-0,406545284	C41H57NO	2451,253418
NO	580,264715	580,2645165	580,264587	0,121546921	C43H35NO	476,61554
NO	580,358538	580,3583497	580,358488	0,238234548	C42H47NO	1786,888916
NO	580,452391	580,4522026	580,452387	0,317699535	C41H59NO	1765,223022
NO	582,280404	582,2802056	582,280238	0,055628193	C43H37NO	567,987427
NO	582,374366	582,3741777	582,374137	-0,069919476	C42H49NO	2141,410645
NO	582,468359	582,4681642	582,468037	-0,218429377	C41H61NO	905,354797
NO	584,296188	584,2959903	584,295887	-0,176801718	C43H39NO	727,871033
NO	584,389768	584,3895791	584,389788	0,357398615	C42H51NO	2383,25415
NO	584,483896	584,4836992	584,483687	-0,020828841	C41H63NO	824,190796
NO	586,311924	586,3117274	586,311537	-0,324700451	C43H41NO	984,485596
NO	586,40563	586,4054394	586,405437	-0,00414394	C42H53NO	2251,164307
NO	586,499366	586,4991677	586,499337	0,288579383	C41H65NO	813,649292
NO	588,327465	588,3272686	588,327187	-0,138713549	C43H43NO	1205,702881
NO	588,421292	588,4211	588,421088	-0,020392326	C42H55NO	2220,135498
NO	590,343191	590,3429948	590,342837	-0,267222254	C43H45NO	1469,119873
NO	590,437134	590,4369399	590,436737	-0,343657974	C42H57NO	1995,161743
NO	592,358963	592,3587656	592,358488	-0,468637576	C43H47NO	1511,148071
NO	592,452486	592,4522911	592,452387	0,161918915	C42H59NO	2150,706055
NO	594,374104	594,3739056	594,374137	0,389355423	C43H49NO	1584,282715
NO	594,468265	594,4680673	594,468037	-0,05093566	C42H61NO	1760,114624
NO	596,390078	596,3898785	596,389788	-0,151793987	C43H51NO	1659,030029
NO	596,483801	596,4835979	596,483687	0,149455976	C42H63NO	1028,929932
NO	598,31189	598,3116826	598,311537	-0,243340029	C44H41NO	705,394653
NO	598,405676	598,4054777	598,405437	-0,068062856	C43H53NO	2402,139893
NO	598,499492	598,4992844	598,499337	0,087807533	C42H65NO	704,072083
NO	600,327425	600,3272185	600,327187	-0,052519488	C44H43NO	947,695007
NO	600,421298	600,4210977	600,421088	-0,016116295	C43H55NO	2186,200439
NO	600,5152	600,5149928	600,514987	-0,009673017	C42H67NO	879,52533
NO	602,343399	602,3431924	602,342837	-0,590107045	C44H45NO	1126,09021
NO	602,436805	602,4366029	602,436737	0,222550002	C43H57NO	2086,174561
NO	604,35858	604,3583733	604,358488	0,189767179	C44H47NO	1335,64624
NO	604,452612	604,4524091	604,452387	-0,036594405	C43H59NO	2285,838867
NO	606,374485	606,3742777	606,374137	-0,232010834	C44H49NO	1490,738159
NO	606,468031	606,4678266	606,468037	0,346987609	C43H61NO	2250,466553
NO	608,389872	608,3896635	608,389788	0,204636827	C44H51NO	1547,75647
NO	608,484041	608,4838335	608,483687	-0,240790444	C43H63NO	1796,129272
NO	610,312087	610,3118678	610,311537	-0,541964298	C45H41NO	473,899902
NO	610,405724	610,4055158	610,405437	-0,129112228	C44H53NO	1981,886475
NO	610,49939	610,4991746	610,499337	0,265958793	C43H65NO	776,32666
NO	612,327661	612,3274438	612,327187	-0,419337436	C45H43NO	728,30603
NO	612,42135	612,4211407	612,421088	-0,086091862	C44H55NO	2098,953125
NO	612,515067	612,51485	612,514987	0,223708088	C43H67NO	760,148743
NO	614,342877	614,3426604	614,342837	0,287386186	C45H45NO	957,928162
NO	614,437183	614,4369717	614,436737	-0,381932605	C44H57NO	1940,662354
NO	614,530947	614,5307264	614,530638	-0,143891425	C43H69NO	589,656799
NO	616,358745	616,3585263	616,358488	-0,062137016	C45H47NO	883,734985
NO	616,452521	616,4523083	616,452387	0,127586769	C44H59NO	1993,287354
NO	618,37457	618,3743532	618,374137	-0,349694954	C45H49NO	1385,302124
NO	618,468381	618,4681662	618,468037	-0,208908803	C44H61NO	1826,930786
